word,count
hunt,16
115.5,3
118.2,1
sunderland,3
213,5
canterburi,1
britiain,1
slower,36
land-own,1
7.35,1
128.9,1
proport,41
118.1,2
publicly-quot,1
orderli,4
bore,16
grudg,1
arrv,1
learnt,3
mattress,1
ing,49
lindsay,3
blue-blood,2
roundli,2
baker,14
"113,000",2
repay,23
"165,000",1
tranch,10
1=.6093,5
similarli,11
sib,4
"1,500.",1
coo,4
low-infl,3
gleacher,1
135,20
compliment,3
magan,2
high-cost,10
gartmor,4
downturn,45
trail,26
greenwich,1
boutiqu,3
owen,7
appet,1
strategist,24
590,3
472,8
llp,5
jeopardi,3
unlimit,20
7.8,17
comsult,1
andersen,8
worlwid,2
75.2,1
125.4,1
liabliti,1
accont,1
77.4,3
456,6
1=.5995,3
neglig,15
phillip,19
gibb,2
"3,700",1
notabl,30
unjustifi,4
"3,954",1
maercuri,1
pay-out,2
11.32,2
evapor,6
untoward,1
147,6
1=.6199,3
coven,1
584,1
11.6,5
560,24
north-east,6
saver,6
270,11
messag,49
16.2p,1
670,16
cc,1
diffucult,1
widow,3
519-1/2p,1
clue,13
climat,17
pessimist,15
pct,14
675,4
602,3
hs,1
lacklustr,8
benfit,2
profit-rel,1
take-ov,4
payer,5
tax-exempt,3
unscath,4
bootl,1
lybrand,2
1.68,8
vulner,39
architect,13
ft-se,5
3.38,2
mid-pric,1
1=.5899,1
schroder,18
5.1,6
con,4
2.57,2
mid,16
handout,4
misus,4
exact,19
"1,200",10
187.5,1
robinson,10
"1,233",1
2.96,3
armouri,1
rattl,2
385,9
farr,1
armo,1
35-year-old,2
blaze,8
horlick,2
prelud,1
1=.6021,1
unconvinc,7
unconfirm,6
poach,8
inflict,10
deaf,2
suspens,21
rank,62
ex-employ,2
reinstat,7
residu,6
nicola,3
moral,16
hilmar,1
solicit,11
kopper,1
plea,16
rolf,1
breuer,1
helm,23
jan,26
thicken,3
vroegop,1
z/yen,1
battlefield,3
finer,3
dera,1
super-comput,1
missil,36
visualis,1
1=.5976,2
high-stress,1
mainelli,1
cray,2
perenni,4
exercis,42
destabilis,6
state-of-the-art,5
dooney,1
simul,2
laboratori,11
rebound,34
ascend,4
robot,6
johonson,1
stix,1
pure,28
telecom,130
gossip,4
cynthia,2
acccess,1
53-3/4,1
violent,20
212-859-1736,19
wide-area,1
shiva,2
valuation-rel,1
column,8
mention,61
product-rel,1
overload,3
favorit,6
cabletron,2
deysher,2
reacceler,1
reassur,29
infring,14
kurlak,3
cross-licens,5
60-7/8,1
patent,14
samsung,6
prodigi,2
2.125,4
salizzoni,2
crossroad,3
35.50,1
29.6,7
compuserv,14
rippl,5
19-hour,4
h,8
misrepres,4
25.75,2
outpac,23
prospectu,12
blackout,3
13.25,2
lower-cost,11
r,21
31.625,1
even-foot,1
intermedi,30
ariz.,3
mateo,2
embrac,20
cost-effect,8
legitimaci,6
telecommunci,1
intergr,4
duke,5
emul,9
asynchron,2
gigabit,1
backer,13
repect,1
multimedia-rich,1
burton,5
capab,1
upstag,1
visibl,21
scottsdal,1
non-atm,1
cascad,4
backbon,16
pre-brief,1
instat,1
rip,11
petroski,1
higher-cost,1
mode,5
trough,2
crunch,5
benificiari,1
gunnar,1
40-3/4,1
lam,6
auchard,6
5-7/8,2
4-1/4,1
besid,15
pc-relat,5
marque,2
56-5/8,1
low-point,1
25-5/8,2
6-41/64,1
ic,3
1.90,3
elliott,3
neutral,34
0.40,8
sail,12
percentang,1
36-3/4,1
gainer,10
glut,7
mid-teen,2
0.09,4
e.,7
byron,5
121.,1
3.40,3
novellu,2
4-3/4,2
2-1/8,5
kla,3
tencor,3
39-1/8,1
boom-to-bust,2
pri,10
1991-1992,1
135-3/8,2
3-5/8,3
5-3/8,1
spill,14
tech,19
book-squar,2
scudder,4
window-dress,2
personal-comput,1
2-3/4,2
enthusiasm,18
157-3/4,1
oversold,2
5-1/8,1
78-3/4,1
4-1/8,2
jenkin,3
holiday,79
end-of-year,2
swept,23
6-1/8,1
82-5/8,1
concur,5
6-1/2,5
specker,2
blew,7
0.07,4
20.3,4
nonetheless,6
year-long,5
telecommunm,1
lumpi,1
162,8
casad,1
0.02,5
bargain-hunt,5
36.0,1
94.2,1
sell-off,25
0.19,7
shi,18
hazard,11
43.5,1
upsid,21
noel,5
minimum,66
web-bas,3
descript,5
orlean,4
tng,1
catalog,8
mainfram,20
time-shar,2
58-1/4,1
ca-unicent,1
chuck,11
instantli,1
pike,5
object-ori,1
legaci,19
"20,000",38
headach,17
back-offic,2
"9,000",13
ca,8
turn-key,1
"5,000",32
ca-openingr,1
jasmin,1
revenue-shar,2
56.75,3
micrprocessor,3
magnifi,4
westmont,2
spark,89
74.75,2
ancillari,2
buoy,27
technology-heavi,2
4.875,2
111.125,2
19.75,2
931,4
3.50,12
88.375,2
endors,33
"1,258.10",2
1.74,12
recognit,25
restrain,14
render,16
98,14
see-saw,4
460,7
fed,22
reprucuss,1
pittman,3
gami,6
resist,40
forth,8
divsion,1
"562,000",1
flat-rat,9
netcom,4
aol,15
thrust,11
comprehens,19
mtv,7
on-lin,6
newbi,1
garrison,10
long-tim,19
commodifi,1
arlen,9
abhishek,4
seemless,1
emphasi,18
earthlink,1
gnn,3
casualti,23
leonsi,2
profitbl,1
nesbitt,10
calend,3
discontinu,11
tv-size,1
bethesda,7
pc-base,1
cheyenn,3
sanjay,2
higher-growth,2
albeit,13
twice,59
neeed,1
reveneu,2
associt,1
faster-grow,4
fastest-grow,16
63,21
62.875,1
de-emphasis,1
farley,2
spook,2
kumar,3
computer-bas,2
threshold,12
soundli,2
contempl,16
high-growth,4
2.75,8
accler,1
litl,1
ge,5
welch,2
4.95,4
russel,6
leavitt,2
5.00,5
propel,20
regular,50
leavit,1
4.40,2
aircraft,107
sankey,3
cloth,27
redeem,5
pizza,10
inconveni,7
coupon,11
cybercash,3
cross-sect,2
suhler,1
verifone-built,1
ineffic,1
domino,6
verifon,4
quandt,1
interact,28
paper-bas,1
bernard,16
orang,9
www.savesmart.com,1
neighbourhood,9
preclud,5
neighborhood,3
credit-card,1
d.c./baltimor,1
savesmart,1
card-bas,5
veroni,1
idc/link,2
internet-bas,6
cyberspac,18
linkag,1
melton,1
telecommunc,2
25.,5
downward,22
tnt,13
ericsson,2
telefon,1
l.m,1
nose-d,5
sci,1
flextron,1
ab,11
communci,2
mainstream,14
lifescan,1
solectron,1
35-40,1
12-1/4,1
calif..,1
msft.o,1
beaten-,1
mid-afternoon,9
41.74,1
profit-tak,28
lesser,4
broaden,13
28-1/8,1
39-1/2,1
bellweth,8
shrug,13
sock,1
year-high,7
125-3/4,1
shed,66
third-tier,2
155-5/8,1
2-7/8,2
bleier,1
rabbit,3
1-1/4,7
58,24
6479.96,1
41-3/4,3
56.50,1
6.375,3
19.06,1
82.625,1
0.6,8
52-week,28
5.75,3
6.75,2
price-cut,4
158.625,1
78.625,1
laden,3
"1,285.38",1
135.75,1
anti-viru,1
lan,1
mason,5
applaud,22
7.625,2
roslyn,1
acqusisit,1
client/serv,1
synergist,1
174.1,1
teleconfer,7
n.y.-bas,6
framingham,4
mass.,6
mcaffe,1
fend,14
63.375,1
second-quart,15
kurmar,1
midrang,5
proposit,15
earnings-wis,1
retinc,1
114-1/4,3
follow-through,2
strome,1
128-1/2,1
monica,1
scorn,8
heap,8
57-1/2,1
all-tim,33
lag,40
2-13/16,1
mismatch,3
susskind,1
2-5/16,1
languish,13
intraday,10
211,10
cramer,3
kinnucan,1
0.14,6
5-1/4,1
intead,1
1000,3
ballot,21
therebi,13
premier,64
lp,7
year-low,4
irrelev,5
105-7/16,1
1-1/2,13
131-1/2,2
guidanc,23
19-7/8,1
2-3/8,3
chet,1
backoffic,6
hurwitz,1
geschickt,1
commonli,5
unicent,1
co-market,1
landesk,1
managewis,2
intial,1
prolifer,39
rubber,13
kingpin,10
forg,41
assoc,2
ca/unicent,1
kimbal,1
upsw,8
19.7,4
loser,16
idc,8
24.7,5
slowest,1
half-empti,1
molehill,1
sombr,1
slacken,4
underli,44
gaug,6
23.8,2
half-ful,1
reckon,5
16.3,1
over-suppli,1
74.2,1
industi,1
1-5/8,3
innund,1
subcrib,3
membership,30
shake-out,5
loom,15
wedndesday,1
26-1/4,1
indefint,1
31-5/8,1
0.15,9
0.10,16
distribuion,1
13-1/2,3
35-1/2,1
first-day,1
krasilovski,4
glad,5
1-3/16,1
product-introduct,1
undisput,4
finaci,4
multi-year,4
low-margin,4
brutal,11
shah,4
verit,2
doubter,5
maven,3
laci,2
merisel,2
signifi,5
linwood,6
anywher,32
proverbi,1
steam-engin,2
merrin,2
seymour,3
passibl,2
mishap,2
stead,3
legent,2
ana,3
detour,4
middlemen,3
ingram,2
resel,19
path,19
jerr,2
micro,6
manish,2
grainger,2
world-class,8
end-us,4
26.75,2
nextel,1
entrepreneuri,1
big-leagu,1
36,42
washington-bas,8
coincident,1
underpin,15
long-dist,71
denver,5
seamless,3
interconnect,22
qualcomm,3
heavyweight,24
salmasi,1
nextwav,3
feroci,4
air-tim,1
primeco,4
sprint,49
c-band,3
d.c.,8
hitter,5
whitey,5
diego,9
bluestein,3
mci,81
mechan,27
make-or-break,2
jargon,5
awe,1
reverenti,1
surmount,5
paradox,3
abishek,2
outag,6
sevenfold,2
mainten,32
imperil,6
obituari,3
phenomenon,9
glitch,4
aolnet,2
dull,12
thanksgiv,18
build-out,1
dial-in,2
newman,3
disconnect,2
37-1/2,1
parlour,1
58.25,1
numer,16
islandia,1
confront,26
dispar,2
messi,4
wiggl,1
turney,1
townsend,2
25-1/8,1
edelston,1
hell,8
1261.81,1
c.b,1
catalyst,4
pentium-lik,1
grace,12
mid-summ,1
valley-bas,1
panagea,1
8.55.,1
115-7/8,1
k6,1
unruffl,1
edwin,1
lee,47
excus,9
sampl,15
unwil,11
corba,1
technion,1
interoper,1
univer,1
x/window,1
acrobat,1
u.s.-bas,32
java,22
incorpor,23
compab,1
anysoft,1
poreh,1
mass.-bas,4
harmoni,4
windows-x86,1
leumi,1
audaci,2
isra,2
graduat,14
standard-set,1
ole,2
activex,1
handpick,4
rivalri,7
cede,4
go-it-alon,2
liber,71
unix-bas,2
ensnar,4
layer,9
embed,6
os/2,3
barjarin,1
usher,8
illan,1
hamstrung,1
israel,6
bedford,2
1.07,12
best-posit,1
twenty-four,2
albani,1
forese,21
0.83,3
19.25,1
nortel,3
telecommut,4
q4,8
bottom-fish,1
reorgan,19
35.6,2
1.06,9
barzowska,1
renegoti,6
matt,5
dial,6
57.1,2
theres,1
35,108
license,5
service/internet,2
mass-market,4
nontheless,3
misstep,2
espcial,1
"3,200",10
10.69,2
"800,000",14
"102,000",1
high-level,19
absorb,38
entrant,27
dim,5
niftyserv,1
28.6,7
year-and-a-half,1
fanfar,8
conway,5
serivc,1
invers,2
0.06,4
headcount,6
1.12,9
10-1/8,1
4.9,10
kaufman,1
0.32,2
after-tax,21
disk,17
0.63,4
carpet,8
0.31,4
26-7/8,1
bulletin,4
lauch,1
bomb,26
37.50,2
6.5,27
old-lin,5
handi,2
breed,15
listlessli,1
computer-savvi,1
top-gun,1
lesson,6
magnitud,4
second-in-command,2
38-1/8,1
sine,5
stripe,3
heir,14
dzubeck,2
pedigre,3
gerstner,3
mailer,2
mandl,12
billion-a-year,1
donnelley,8
sealand,1
r.r,8
tough-mind,1
d.c.-base,6
torrent,1
crucibl,1
tenur,6
dirti,8
communc,1
boil,6
metromail,1
loui,46
67-3/4,1
70-1/8,1
mid-afternon,1
65-1/8,1
slow-down,1
57.875,1
38.25,1
soak,3
5.50,2
73.1,1
notori,9
42.875,1
122,7
4.625,1
machineri,17
meaning,8
chip-mak,3
38.625,1
6.625,1
34.125,1
bane,3
baltimor,8
goliath,1
207,5
mccaw,6
map,20
airtouch,3
rapid,60
26.25,1
nynex,25
less-dens,2
l.p.,3
celluar,2
mercer,3
random,6
1.48,5
289,4
86-1/8,1
gumport,1
linger,24
32-megabit,1
seminconductor,1
midday,23
instanc,26
trident,2
1.69,3
12-month,11
73-3/8,2
55-3/8,1
111,7
197.97.,1
ramp-up,1
3-3/8,1
eight-megabit,1
20-1/8,2
unwilling,1
full-year,33
wound,21
microcom/rockwel,1
zoom,2
x2,1
microcom,1
norwood,1
cirru,2
gandalf,2
decade-old,3
rockwell/microcom,1
56k,1
modemwar,1
thayer,1
sood,1
rockwel,13
protocol,11
microcomput,1
56-kilobit,3
k56plu,1
isp,4
mnp,1
schism,2
crtk.o,1
28.8,3
alongsid,16
rakesh,1
massachusett,11
chipset,3
kilobit,1
cardin,3
basement,2
laggard,6
finan,1
avalanch,1
severino,1
ludwick,1
billerica,1
rudderless,1
wellfleet,1
synopt,1
25.25,1
theat,2
iomega,3
photo,8
meyer,3
roy,13
pose,48
computer-lik,2
porter,2
sandisk,2
20-megabyt,2
kim,7
cameramak,2
n-hand,2
halide-bas,1
camera,7
499,7
high-dens,2
disk/trend,2
floppi,8
25.375,2
photograph,21
reusabl,4
distract,6
grope,1
u.k.,26
grip,22
optic,13
split-up,2
atlantic/nynex,1
fiber,9
lucent,11
curv,12
sbc/pacif,1
adversari,3
concert,41
array,11
ncr,4
plow,1
ayvazian,1
telesi,11
long-held,4
metro,9
yanke,5
berg,2
counterpoint,1
unpreced,14
bt-mci,3
goodtre,9
beef-up,1
kingdom,17
roddi,2
bt,82
heyman,1
3.25,2
1.84,3
twice-yearli,2
perfom,2
click,6
97.50,1
3.90,2
two-for-on,1
nichola,24
silver-halide-bas,1
26-3/8,3
insight,5
vallipuram,1
1-1/16,1
56-1/2,1
est/1539,1
altera,1
nimal,1
shellack,1
21-1/8,1
41-1/4,1
lattic,2
xilinx,1
22-5/8,3
3.32,3
5/16,1
70-3/8,1
dont,6
mona,1
1.10,14
eraiba,1
1039,1
across-the-board,1
adaptec,1
vlsi,1
40-1/4,1
.soxx,1
125-1/8,1
22-1/8,1
0.98,5
51-1/8,1
onslaught,4
reignit,4
notebook,6
loyalist,1
crumbl,5
gloomi,5
in-gath,1
17-3/4,1
27.,7
fade,14
darken,2
intel-bas,2
fujitsu,4
4.375,3
oki,1
agnich,1
105,13
retirm,1
60.875,4
maher,2
trademark,7
co-chair,2
minim,23
assumpt,10
subcommitte,12
guenther,1
60-year-old,4
chairwoman,6
republican,36
leach,10
rubin,3
omen,1
non-bank,25
hawk,3
marg,5
ken,22
roukema,5
enorm,38
iowa,11
coalit,54
staffer,3
105th,2
larocco,1
clinton,78
hang-up,1
aetna,2
non-financi,4
glass-steagal,7
congressman,4
dryden,2
duck,10
reconcil,3
strongli,78
harter,2
interpret,19
unfett,3
stifl,11
terrorist,14
enforc,43
decod,18
top-level,13
discharg,7
coincid,13
computer,2
encod,13
solac,2
guidelin,26
encrypt,18
proper,25
privaci,22
code,37
impli,17
data-scrambl,2
reinsch,6
cryptographi,4
undersecretari,10
impos,102
oecd,4
government-mand,2
market-bas,2
oligopoli,2
relax,32
rule-mak,1
neel,1
foster,26
lockstep,1
suppost,1
fcc,50
conced,40
babi,33
promulg,8
//www.iahc.org,2
qualif,4
registr,20
http,9
domain,6
mtv.com,4
herndon,3
com,7
202-898-8312,13
architectur,9
hoc,4
simmer,7
formid,6
similiar,13
heath,7
out-of-court,4
edu,5
controversey,2
iahc,2
minu,12
internet-onli,2
cyber-act,2
reinforc,15
"1,032",2
rebuk,6
upheld,9
1974,9
dunn,12
interject,1
solicitor,1
brooksley,1
blur,4
cftc,4
crook,4
minear,1
suprem,29
jurisdict,15
moot,5
1922,1
scalia,1
rehnquist,1
repercuss,4
unregul,3
fraudul,3
friend-of-the-court,1
antonin,1
stumpp,1
uneccessari,1
verdict,34
gigant,1
hottest,9
afl-cio,3
rep,4
rep.,9
democrat,138
sarban,1
sen,3
19th,3
amato,4
senat,65
testifi,5
depression-era,3
topic,20
bankamerica,5
spar,8
gropup,1
alfons,3
nine-memb,2
ensu,6
publicis,11
reexamin,2
architecur,2
vaniti,2
eas,91
truste,3
flesh,6
frequenc,22
proviso,2
meltdown,3
devot,8
anecdot,7
misen,3
selwyn,2
exagger,6
boggl,1
evolut,7
//www.gm.com,1
mcdonalds.com,1
tweak,4
attain,11
three-lett,1
belong,23
candyland.com,1
nomenclatur,1
//www.iahc.org/draft-iahc-recommend-00.html,1
putnam,2
clough,1
nude,1
info,2
recreat,3
fullest,3
consensus-build,1
auspic,4
winthrop,3
outcri,11
self-govern,6
surfer,5
rec,22
nom,1
aros,9
standards-set,1
mediat,7
stimson,1
setter,1
non-profit,10
registrar,1
collector,3
myriad,4
mask,13
simplic,1
jupit,6
marwick,3
evad,3
fast-pac,3
kpmg,8
evas,5
accordingli,5
peat,3
chaotic,9
manner,12
//www.ustreas.gov,1
kent,5
taxat,15
bucket,6
uphold,18
darn,1
starr,2
off-exchang,2
whitewat,1
unscrupul,1
troublesom,1
r-in,1
amicu,1
peddl,4
non-agricultur,2
forex,6
overtak,5
lugar,2
misconduct,8
congression,27
affirm,6
unimped,1
terrifi,2
dealt,26
unsuspect,1
r-pa.,3
evslin,3
pledg,78
fret,11
valenti,8
spaciou,4
psinet,4
same-old,3
legislatur,66
net-savvi,3
sheriff,6
libertarian,5
435,8
encyrpt,2
sen.,9
schrader,3
pro-internet,3
blunt,9
worldnet,5
greenhous,3
capitol,8
montana,6
copyright,35
rick,13
decenc,6
caucu,9
unread,7
reciev,3
56-bit,1
glenwood,1
spi,12
goldberg,2
munit,7
40-bit,2
sofwar,1
rancour,1
lipner,1
password,10
hate-fil,1
bert,7
islam,4
//www.usdoj.gov,1
graffiti,2
hitler,6
diatrib,2
brandenburg,1
adolf,4
fidel,18
swastika,1
hacker,6
label,8
break-in,1
elgan,1
multipl,35
hopeless,2
unidentifi,10
non-hack,1
loophol,7
spectacularli,3
vandalis,1
insecur,4
injustic,5
account-lik,1
comptrol,8
subsidi,24
ludwig,1
two-way,6
gridlock,3
government-insur,1
subsid,9
thunder,3
litan,4
assort,1
converg,8
aaron,2
disagre,15
j.p.,10
invad,19
rivlin,3
purview,3
alic,5
larocca,3
1933,3
gift,17
halfway,5
engag,40
elat,4
unrel,14
lent,11
strip,37
oversight,13
unbeliev,8
frawley,1
etcetera,1
behav,5
chagrin,1
atom,3
inappropri,7
wholli,13
drexel,1
long-run,7
inner,9
interfer,37
greenspan,12
contradictori,4
analog,5
burnham,19
less-sophist,1
housekeep,1
entrust,4
breakout,1
crise,2
stamp,45
restat,14
antiqu,6
inelig,2
handicap,9
diversif,11
1982,14
bank-lik,2
delling,1
schaefer,1
ogilvi,1
enfoc,1
carolina,8
marc,8
encompass,6
columbia,27
"3,600",1
delin,2
mica,2
schaeffer,2
1934,3
everywher,12
multi-group,1
hybrid,12
resin,2
bilater,29
cylink,1
facilit,13
reisner,1
non-electron,1
usurp,3
postal,13
postag,2
airmail,1
stateg,1
outdat,7
certifi,9
verifi,6
manual,6
signatur,15
dare,30
sender,1
navig,26
tamper,1
mind-boggl,1
imagin,22
delet,2
hidden,13
p-trak,1
transcend,1
inher,1
out-of-st,1
delug,2
obscen,4
maiden,2
alcohol,14
cyberlaw,1
roseno,1
kaplan,1
stark,5
sin,1
onsal,2
pre-empt,12
multipli,12
boundari,4
intrud,4
boundary-less,1
heavyhand,1
lexis-nexi,1
swindl,1
nonfinanci,1
holleyman,1
co-sponsor,11
hinder,12
pat,5
berman,1
mandatori,11
leahi,7
democraci,105
overturn,22
vermont,3
displeasur,1
unrestrict,2
obstruct,6
pro-cod,1
reintroduc,3
goodlatt,2
judiciari,5
acronym,1
virginia,19
garner,6
casserli,1
indeped,2
urban,21
scholast,1
ncua,2
court-ord,1
wade,4
crotti,1
midst,18
pryor,1
less-effici,1
v,10
six-year,13
overregul,1
mercantil,10
waldman,1
inter-bank,1
wrongdo,6
d-iowa,1
harkin,1
raisler,1
d-vt.,1
recog,1
overseen,4
small-scal,6
underlin,30
peddler,1
r-ind.,1
yen,53
fisher,9
bind,10
marilyn,3
decrypt,1
bass,17
patel,1
karn,1
hitch,2
ira,8
duty-fre,2
characteris,18
solver,1
ideologu,1
interag,1
zone,18
censorship,2
fink,1
patchwork,1
volcker,1
devil,5
staunchli,1
tear,10
span,14
heartili,1
knee-deep,1
r.-iowa,1
distort,9
premis,8
freeli,8
shaken,10
bracewel,1
anticompetit,2
undecid,2
r.-n.y.,1
sat,9
subcommite,1
robbin,2
rachel,1
thompson,10
latitud,3
ambassador,21
state-of-th,2
six-month,6
real-tim,7
modestli,12
set-top,10
submiss,5
non-key,1
128-bit,3
mathemat,4
mollifi,1
transamiss,1
forti,7
encryption-cap,2
internet-rel,5
disabl,4
abid,12
brad,5
eavesdropp,2
silverberg,1
platt,2
market-lead,1
government-approv,2
intercept,3
escrow,1
strong-arm,2
recipi,9
shari,1
tab,7
frontier,24
againt,1
collus,3
profess,5
behavior,2
firework,4
expel,13
ire,5
circumv,4
underhand,2
brenda,1
six-year-old,3
schosberg,1
improperli,2
goulian,1
chastis,2
jackson,8
statutori,3
rescind,1
furlow,1
pit,14
aba,1
amongst,6
disagr,19
nader,1
busili,4
notion,7
advers,14
faction,9
rhode,1
discriminatori,8
mcintyr,1
pointless,1
burdensom,3
scuffl,9
preempt,1
overrid,8
teller,4
occ,1
urgent,22
foreshadow,2
illinoi,12
banks-in-insur,1
exactli,26
smother,3
werbach,1
rulemak,2
foward,3
discrimin,5
racial,2
profound,5
minority-own,1
lindsey,1
lawrenc,4
discourag,20
schmidt,2
1977,4
gender,1
charecterist,1
heartfelt,1
conundrum,4
religion,17
ferret,1
old-fashion,7
crime,52
ftc,2
//www.fraud.org,1
fortuna,1
second-most-popular,1
scam,7
bogu,1
nationsbank,5
"370,000",1
unreason,6
pyramid,3
infanc,6
jodi,1
overflow,2
advocaci,10
misrepresent,2
newt,8
reelect,1
lazio,1
landscap,13
gingrich,8
speaker,26
repeal,7
dec,5
grandfath,1
remak,1
incident,2
delawar,5
//www.house.gov/banking/,1
circul,26
tone,32
smiroldo,1
envoy,10
intellig,18
898-8312,1
gore,9
202,5
kuki,1
greg,20
safeguard,19
heidi,2
backtrack,4
well-establish,1
myner,1
demograph,9
derek,5
ifa,3
1=.6120,2
wanless,1
mangement,2
"2,200",10
bristol-bas,4
policyhold,18
upfront,5
pru,8
3.2,27
goodwil,25
uppermost,4
disguis,9
actuari,7
stirl,5
endores,2
hotly-pursu,2
deflect,7
0.624,3
sealed-bid,4
scotam,11
tag,15
twin-phas,1
toner,2
vagu,19
businesss,2
sandi,9
cautious,8
birch,2
grave,3
with-profit,8
misunderstood,6
775.5,1
accid,25
materialist,1
over-incentivis,1
yesterday,24
manger,1
discoveri,46
subsequ,36
81.4,1
unlist,7
mispric,1
unknown,19
somehow,3
0.614,2
decidewhat,1
imprecis,3
altogeth,6
diagnosi,1
detriment,6
abi,3
tissu,4
sheppard,4
genet,13
hgac,1
discret,2
deter,8
treatabl,1
sensibl,9
consent,8
exposur,40
reinsur,11
gillam,1
706,3
gloss,5
9-1/2,4
0.620,3
lower-than-expect,3
754,4
494,2
201,9
134,6
480,14
9.7,6
indemn,3
asbesto,4
915,3
10-1/2p,1
lasmo,1
6-1/2p,1
628p,1
oil-for-food,1
196-1/2,1
guilder,6
296.50.,1
376.7,1
5-1/2p,2
250.70.,1
brent,4
bro,1
939p,1
520p,2
kurdish,2
panicki,1
antil,1
elf,6
2.70,3
amsterdam,11
4.2,13
saga,10
17.70,1
purest,1
humanitarian,2
7.6,5
376.4.,1
19.50,3
re-entri,2
rac,1
3.73,2
651,7
rational,2
headlin,17
redund,11
flatter,7
10.0,4
in-lin,4
harden,5
robin,14
812,2
0.612,2
tune,20
twelv,4
873,3
170,24
0.610,3
766,2
mid-morn,4
398,4
orphan,3
bloomer,3
691,3
323,4
tight-lip,7
17.3,4
dti,12
virtu,9
pursuit,8
pre-1993,2
non-accept,1
colman,2
reconstruct,9
arguabl,3
holden,4
non-acceptor,1
run-off,12
equita,4
wilkinson,2
sedgwick,4
would-b,9
british-bas,11
7721,5
prurchas,1
corroon,4
willi,4
0.602,1
dilemma,3
hand-in-glov,1
jib,4
mclennan,4
complementari,17
bash,6
aon,5
lownd,3
aon/a,1
overcapac,9
chat,10
c.e,2
purg,6
golob,1
flexibl,59
oftel,12
non-domin,2
bespok,1
front-runn,7
demutualis,9
belgian-dutch,4
groep,6
1=.6237,3
accent,2
utmost,5
telegraph,28
aegon,4
higher-than-expect,5
574,1
tauru,14
8712,1
quote-driven,1
talisman,1
crest,16
order-driven,1
bang,17
sequenc,4
telephone-bas,1
four-stag,1
cope,23
rawlin,1
paperless,2
translat,21
8-1/2,1
fruit,32
homeown,3
34.25,4
845-1/2,1
421,2
680,6
653,1
0.619,3
weather-rel,2
buis,2
front-run,3
shootout,1
0.627,1
hilton,4
guest,11
resili,4
ladbrok,4
bollenbach,4
dispel,4
hhonor,2
reunif,17
1964,10
summmer,2
hhc,4
top-lin,2
front-lin,1
spirit,35
clamp,5
stockmarket,11
unrealist,9
mid-march,1
schwarz,1
glare,3
three-way,5
apac,4
27.6,2
propect,1
non-marin,1
5.9,22
margrett,1
46.18,1
fenchurch,2
becomn,1
over-capac,4
628,4
dystrophi,2
0.621,3
hereditari,1
underclass,2
ruth,2
make-up,5
payoff,3
cystic,2
440,13
undergon,5
lifestyl,6
twitch,1
briton,14
diabet,2
lancashir,2
euro-screen,1
doctor,27
huntington,1
mental,21
chadwick,1
rheumatoid,2
fibrosi,3
geneticist,1
diagnos,4
commonplac,3
suscept,11
athriti,2
involuntari,3
muscular,10
untreat,2
predisposit,1
self-employ,4
liverpool,9
mid-1997,47
farnham,2
plymouth,3
belfast,1
manchest,13
eal,1
dunbar,4
norwich,4
maidston,1
leed,2
bristol,4
"350,000",11
closur,25
0.605,1
glasgow,3
birmingham,10
79.2,1
refug,8
arbitrari,3
tackl,36
surrey,2
495,4
515,2
417,2
399,3
scandinavia,6
soft,30
bonu,28
bradshaw,6
25-year,2
"1,503",1
1=.5958,3
securita,2
profit-focus,1
395,2
nicolson,2
poound,1
170-year,1
three-quart,9
two-stag,4
2.27,5
hat,9
1=.6167,1
34,32
6.0,19
129-1/2p,1
matheson,8
20-1/2p,1
focuss,4
wherev,16
496.4,1
174p,1
1=.6043,2
jewel,8
barton,4
predominantli,5
1-1/2p,1
545,3
nav,6
snap,32
gre,1
669,6
356,1
582,1
netherland,26
markdown,8
104.8,1
241,2
guradian,1
wrongli,3
shaw,11
0.630,1
pia,1
clarif,10
149,5
5.68,1
reversionari,1
speed-up,1
queri,1
backlog,12
"13,000",12
209,3
7.7,10
902,3
unitis,1
871,3
93.9,2
hayn,4
britann,2
replic,5
analsyst,1
acquiror,3
566,3
extern,19
cairn,5
demerg,36
257.8,1
203,7
open-mind,2
686,3
broughton,3
pickup,41
476,3
632,1
quantifi,6
tillinghast-tow,1
156,9
perrin,2
slight,32
full-scal,9
non-lif,6
destini,1
289.6,1
5p,5
663-1/2p,1
bat,7
19-1/2p,1
stalk,1
sevic,1
silenc,13
tricki,4
questionmark,2
allianz,1
multitud,1
125-1/2p,1
291.4,1
415-1/2,1
trebl,7
31.9,1
23.4,1
annuiti,3
administart,1
29.9,2
48.1,1
11.13,1
0.626,1
maangement,1
l,11
circl,13
divert,12
virtuou,1
prosser,4
423,4
perceiv,25
1=.6087,2
write-off,19
468-1/2p,1
rariti,1
correl,1
stranger,5
17p,1
287.5,2
overpay,1
flattish,4
296,3
remind,22
non-perform,5
morley,3
2.91,2
underpric,1
abnorm,46
shorter,13
458,7
0.613,2
illingworth,1
"5,000.",1
four-to-on,1
stace,1
unsuit,4
solvenc,3
angerstein,1
mapa,1
933,1
earlier-than-expect,2
236,3
scotsman,1
slide-rul,1
saim,1
circular,5
maximis,2
summaris,1
downscal,3
100.4,1
thurrock,1
demystifi,2
155,9
fischel,2
england..,1
